# id	acronyms (comma-separated, primary first) — generated by build_rhythm_acronyms.py
ecg00001	1AVB
ecg39515	SR
ecg39516	SR
ecg39517	SR
ecg39518	SR
ecg39519	SR
ecg39520	SR
ecg39521	SR
ecg39522	SR
ecg39523	SR
ecg39524	SR
ecg39525	SR
ecg39526	SR
ecg39527	SR
ecg39528	SR
ecg39529	SR
ecg39530	TWC,SR
ecg39531	SR
ecg39532	SR
ecg39533	SR
ecg39534	SR
ecg39535	SR
ecg39536	SR
ecg39537	SR
ecg39538	TWC,SR
ecg39539	SR
ecg39540	SR
ecg39541	SR
ecg39542	SR
ecg39543	SR
ecg39544	SR
ecg39545	SR
ecg39546	SR
ecg39547	SR
ecg39548	SR
ecg39549	SR
ecg39550	SR
ecg39551	SR
ecg39552	SR
ecg39553	SR
ecg39554	SR
ecg39555	SR
ecg39556	SR
ecg39557	SR
ecg39558	SR
ecg39559	SR
ecg39560	SR
ecg39561	SR
ecg39562	SR
ecg39563	SR
ecg39564	SR
ecg39565	SR
ecg39566	SR
ecg39567	SR
ecg39568	SR
ecg39569	SR
ecg39570	SR
ecg39571	SR
ecg39572	SR
ecg39573	SR
ecg39574	SR
ecg39575	SR
ecg39576	SR
ecg39577	SR
ecg39578	SR
ecg39579	SR
ecg39580	SR
ecg39581	SR
ecg39582	TWC,SR
ecg39583	SR
ecg39584	SR
ecg39585	SR
ecg39586	SR
ecg39587	SR
ecg39588	SR
ecg39589	SR
ecg39590	SR
ecg39591	SR
ecg39592	SR
ecg39593	SR
ecg39594	SR
ecg39595	SR
ecg39596	SR
ecg39597	SR
ecg39598	SR
ecg39599	SR
ecg39600	SR
ecg39601	SR
ecg39602	SR
ecg39603	SR
ecg39604	SR
ecg39605	SR
ecg39606	SR
ecg39607	SR
ecg39608	SR
ecg39609	SR
ecg39610	SR
ecg39611	SR
ecg39612	SR
ecg39613	SR
ecg39614	SR
ecg39615	SR
ecg39616	SR
ecg39617	SR
ecg39618	SR
ecg39619	TWC,SR
ecg39620	TWC,SR
ecg39621	SR
ecg39622	SR
ecg39623	SR
ecg39624	SR
ecg39625	SR
ecg39626	SR
ecg39627	SR
ecg39628	SR
ecg39629	SR
ecg39630	SR
ecg39631	SR
ecg39632	SR
ecg39633	SR
ecg39634	SR
ecg39635	SR
ecg39636	LVH,SR
ecg39637	SR
ecg39638	SR
ecg39639	SR
ecg39640	SR
ecg39641	SR
ecg39642	SR
ecg39643	SR
ecg39644	SR
ecg39645	SR
ecg39646	SR
ecg39647	SR
ecg39648	SR
ecg39649	SR
ecg39650	SR
ecg39651	SR
ecg39652	SR
ecg39653	SR
ecg39654	SR
ecg39655	SR
ecg39656	SR
ecg39657	SR
ecg39658	SR
ecg39659	SR,LVQRSAL
ecg39660	SR,LVQRSAL
ecg39661	SR
ecg39662	SR,LVQRSAL
ecg39663	SR
ecg39664	SR
ecg39665	SR
ecg39666	SR
ecg39667	SR
ecg39668	SR
ecg39669	SR
ecg39670	SR
ecg39671	SR
ecg39672	SR
ecg39673	SR
ecg39674	SR
ecg39675	SR
ecg39676	SR
ecg39677	SR
ecg39678	TWC,SR
ecg39679	SR
ecg39680	SR
ecg39681	SR
ecg39682	SR
ecg39683	SR
ecg39684	SR
ecg39685	SR
ecg39686	SR
ecg39687	SR
ecg39688	SR
ecg39689	SR
ecg39690	LVH,SR
ecg39691	SR
ecg39692	SR
ecg39693	SR
ecg39694	SR
ecg39695	SR
ecg39696	SR
ecg39697	SR
ecg39698	SR
ecg39699	SR
ecg39700	SR
ecg39701	SR
ecg39702	SR
ecg39703	SR
ecg39704	SR
ecg39705	SR
ecg39706	SR
ecg39707	SR
ecg39708	SR
ecg39709	SR
ecg39710	SR
ecg39711	SR
ecg39712	SR
ecg39713	SR
ecg39714	SR
ecg39715	SR
ecg39716	SR
ecg39717	SR
ecg39718	SR
ecg39719	LVH,SR
ecg39720	SR
ecg39721	SR
ecg39722	SR
ecg39723	SR
ecg39724	SR
ecg39725	SR
ecg39726	SR
ecg39727	SR
ecg39728	SR
ecg39729	SR,LVQRSAL
ecg39730	SR
ecg39731	SR
ecg39732	SR
ecg39733	SR
ecg39734	SR
ecg39735	SR
ecg39736	SR
ecg39737	SR
ecg39738	SR
ecg39739	SR
ecg39740	SR
ecg39741	SR
ecg39742	SR
ecg39743	SR
ecg39744	SR
ecg39745	SR
ecg39746	SR
ecg39747	SR
ecg39748	SR
ecg39749	SR
ecg39750	LVH,SR
ecg39751	SR
ecg39752	SR
ecg39753	SR
ecg39754	SR
ecg39755	SR
ecg39756	SR
ecg39757	SR
ecg39758	SR
ecg39759	SR
ecg39760	SR
ecg39761	SR
ecg39762	SR
ecg39763	SR
ecg39764	SR
ecg39765	SR
ecg39766	SR
ecg39767	SR
ecg39768	SR
ecg39769	LVH,SR
ecg39770	SR
ecg39771	SR
ecg39772	SR
ecg39773	SR
ecg39774	SR
ecg39775	SR
ecg39776	SR
ecg39777	SR
ecg39778	SR
ecg39779	SR
ecg39780	SR
ecg39781	SR
ecg39782	SR
ecg39783	SR
ecg39784	SR
ecg39785	SR
ecg39786	SR
ecg39787	SR
ecg39788	SR
ecg39789	SR
ecg39790	SR
ecg39791	SR
ecg39792	SR
ecg39793	SR
ecg39794	SR
ecg39795	SR
ecg39796	SR
ecg39797	SR
ecg39798	SR
ecg39799	SR
ecg39800	SR
ecg39801	SR
ecg39802	SR
ecg39803	SR
ecg39804	SR
ecg39805	SR
ecg39806	SR
ecg39807	SR
ecg39808	SR
ecg39809	SR
ecg39810	SR
ecg39811	SR
ecg39812	SR
ecg39813	SR
ecg39814	SR
ecg39815	SR
ecg39816	SR
ecg39817	SR
ecg39818	SR
ecg39819	SR
ecg39820	SR
ecg39821	SR
ecg39822	SR
ecg39823	SR
ecg39824	SR
ecg39825	SR
ecg39826	SR
ecg39827	SR
ecg39828	SR
ecg39829	SR
ecg39830	SR
ecg39831	SR
ecg39832	SR
ecg39833	SR
ecg39834	SR
ecg39835	SR
ecg39836	SR
ecg39837	SR
ecg39838	SR
ecg39839	SR,LVQRSAL
ecg39840	SR
ecg39841	SR
ecg39842	SR
ecg39843	SR
ecg39844	SR
ecg39845	SR
ecg39846	SR
ecg39847	TWC,SR
ecg39848	SR
ecg39849	SR
ecg39850	SR
ecg39851	TWC,SR
ecg39852	SR
ecg39853	SR
ecg39854	SR
ecg39855	SR
ecg39856	SR
ecg39857	SR
ecg39858	SR
ecg39859	SR
ecg39860	SR
ecg39861	SR
ecg39862	SR
ecg39863	SR
ecg39864	SR
ecg39865	SR
ecg39866	SR
ecg39867	SR
ecg39868	SR
ecg39869	SR
ecg39870	SR
ecg39871	SR
ecg39872	SR
ecg39873	SR
ecg39874	SR
ecg39875	SR
ecg39876	SR
ecg39877	SR
ecg39878	SR
ecg39879	SR
ecg39880	SR
ecg39881	SR
ecg39882	SR
ecg39883	SR
ecg39884	SR
ecg39885	SR
ecg39886	SR
ecg39887	SR
ecg39888	SR
ecg39889	SR
ecg39890	SR
ecg39891	SR
ecg39892	STC,SR,LVQRSAL
ecg39893	SR
ecg39894	SR
ecg39895	SR
ecg39896	SR
ecg39897	SR
ecg39898	SR
ecg39899	SR
ecg39900	SR
ecg39901	SR
ecg39902	SR
ecg39903	SR
ecg39904	SR
ecg39905	SR
ecg39906	SR
ecg39907	SR
ecg39908	SR
ecg39909	SR
ecg39910	SR
ecg39911	SR
ecg39912	SR
ecg39913	SR
ecg39914	SR
ecg39915	SR
ecg39916	SR
ecg39917	SR
ecg39918	SR
ecg39919	SR
ecg39920	SR
ecg39921	SR
ecg39922	SR
ecg39923	SR
ecg39924	SR
ecg39925	SR
ecg39926	SR
ecg39927	SR
ecg39928	SR
ecg39929	SR
ecg39930	SR
ecg39931	SR
ecg39932	SR
ecg39933	SR
ecg39934	SR
ecg39935	SR
ecg39936	SR
ecg39937	SR
ecg39938	SR
ecg39939	SR
ecg39940	SR
ecg39941	SR,LVQRSAL
ecg39942	TWC,SR
ecg39943	SR
ecg39944	SR
ecg39945	SR
ecg39946	SR
ecg39947	SR
ecg39948	SR
ecg39949	SR
ecg39950	SR
ecg39951	SR
ecg39952	SR
ecg39953	SR
ecg39954	SR
ecg39955	SR
ecg39956	SR
ecg39957	SR
ecg39958	SR
ecg39959	SR
ecg39960	SR
ecg39961	SR
ecg39962	SR
ecg39963	STC,SR
ecg39964	SR
ecg39965	SR
ecg39966	SR
ecg39967	SR
ecg39968	SR
ecg39969	SR
ecg39970	SR
ecg39971	SR
ecg39972	SR
ecg39973	SR
ecg39974	SR
ecg39975	SR
ecg39976	SR
ecg39977	SR
ecg39978	TWC,SR
ecg39979	SR
ecg39980	SR
ecg39981	SR
ecg39982	SR
ecg39983	SR
ecg39984	SR
ecg39985	SR
ecg39986	SR
ecg39987	SR
ecg39988	SR
ecg39989	SR
ecg39990	SR
ecg39991	SR
ecg39992	SR
ecg39993	SR
ecg39994	SR
ecg39995	SR
ecg39996	SR
ecg39997	SR
ecg39998	SR
ecg39999	SR
ecg40000	SR
ecg40001	SR
ecg40002	SR
ecg40003	SR
ecg40004	SR
ecg40005	SR
ecg40006	SR
ecg40007	SR
ecg40008	SR
ecg40009	SR
ecg40010	SR
ecg40011	SR
ecg40012	SR
ecg40013	SR
ecg40014	SR
ecg40015	SR
ecg40016	SR
ecg40017	SR
ecg40018	SR
ecg40019	SR
ecg40020	SR
ecg40021	SR
ecg40022	SR
ecg40023	SR
ecg40024	SR
ecg40025	SR
ecg40026	SR
ecg40027	LVH,SR
ecg40028	SR
ecg40029	SR
ecg40030	SR
ecg40031	SR
ecg40032	TWC,SR
ecg40033	STC,SR
ecg40034	SR
ecg40035	SR
ecg40036	SR
ecg40037	SR
ecg40038	SR
ecg40039	SR
ecg40040	SR
ecg40041	SR
ecg40042	SR
ecg40043	SR
ecg40044	SR
ecg40045	SR
ecg40046	SR
ecg40047	SR
ecg40048	SR
ecg40049	SR
ecg40050	SR
ecg40051	SR
ecg40052	SR
ecg40053	SR
ecg40054	SR
ecg40055	SR
ecg40056	SR
ecg40057	SR
ecg40058	SR
ecg40059	SR
ecg40060	TWC,SR
ecg40061	SR
ecg40062	SR
ecg40063	SR
ecg40064	SR
ecg40065	SR
ecg40066	SR
ecg40067	SR
ecg40068	SR
ecg40069	SR
ecg40070	SR
ecg40071	SR
ecg40072	SR
ecg40073	SR
ecg40074	SR
ecg40075	SR
ecg40076	SR
ecg40077	SR
ecg40078	SR
ecg40079	SR
ecg40080	SR
ecg40081	SR
ecg40082	SR
ecg40083	SR
ecg40084	SR
ecg40085	SR
ecg40086	SR
ecg40087	SR,LVQRSAL
ecg40088	SR
ecg40089	SR
ecg40090	LVH,SR
ecg40091	SR
ecg40092	SR
ecg40093	SR
ecg40094	SR
ecg40095	SR
ecg40096	SR
ecg40097	SR
ecg40098	SR
ecg40099	SR
ecg40100	SR
ecg40101	SR
ecg40102	SR
ecg40103	SR
ecg40104	SR
ecg40105	SR
ecg40106	SR
ecg40107	STC,SR,RWC
ecg40108	SR
ecg40109	SR
ecg40110	SR
ecg40111	SR
ecg40112	SR
ecg40113	SR
ecg40114	SR
ecg40115	SR
ecg40116	SR
ecg40117	SR
ecg40118	SR
ecg40119	SR
ecg40120	SR
ecg40121	SR
ecg40122	SR
ecg40123	SR
ecg40124	SR
ecg40125	SR
ecg40126	SR
ecg40127	SR,LVQRSAL
ecg40128	SR
ecg40129	SR
ecg40130	SR
ecg40131	SR
ecg40132	SR
ecg40133	SR
ecg40134	SR
ecg40135	SR
ecg40136	SR
ecg40137	SR
ecg40138	SR
ecg40139	SR
ecg40140	SR
ecg40141	SR
ecg40142	SR
ecg40143	SR
ecg40144	SR
ecg40145	SR
ecg40146	SR
ecg40147	SR
ecg40148	STTU,SR
ecg40149	SR
ecg40150	SR
ecg40151	SR
ecg40152	SR
ecg40153	SR
ecg40154	SR
ecg40155	SR
ecg40156	SR
ecg40157	SR
ecg40158	SR
ecg40159	SR
ecg40160	SR
ecg40161	SR
ecg40162	SR
ecg40163	TWC,SR
ecg40164	TWC,SR
ecg40165	SR
ecg40166	SR
ecg40167	SR
ecg40168	SR
ecg40169	SR
ecg40170	TWO,SR
ecg40171	SR
ecg40172	SR
ecg40173	SR
ecg40174	SR
ecg40175	SR
ecg40176	SR
ecg40177	SR
ecg40178	SR
ecg40179	SR
ecg40180	SR
ecg40181	SR
ecg40182	SR
ecg40183	SR
ecg40184	SR
ecg40185	SR
ecg40186	SR
ecg40187	SR
ecg40188	SR
ecg40189	SR
ecg40190	SR
ecg40191	SR
ecg40192	SR
ecg40193	SR
ecg40194	SR
ecg40195	SR
ecg40196	SR
ecg40197	SR
ecg40198	SR
ecg40199	SR
ecg40200	LVH,SR
ecg40201	SR
ecg40202	SR
ecg40203	SR
ecg40204	SR
ecg40205	SR
ecg40206	SR
ecg40207	SR
ecg40208	SR
ecg40209	AQW,SR
ecg40210	SR
ecg40211	SR
ecg40212	TWC,SR
ecg40213	SR
ecg40214	SR
ecg40215	SR
ecg40216	AQW,SR
ecg40217	AQW,SR
ecg40218	SR
ecg40219	SR
ecg40220	SR
ecg40221	SR
ecg40222	SR
ecg40223	SR
ecg40224	SR
ecg40225	SR
ecg40226	SR
ecg40227	SR
ecg40228	SR
ecg40229	SR
ecg40230	SR
ecg40231	SR
ecg40232	SR
ecg40233	SR
ecg40234	SR
ecg40235	SR
ecg40236	SR
ecg40237	SR
ecg40238	SR
ecg40239	TWC,SR
ecg40240	SR
ecg40241	SR,LVQRSAL
ecg40242	SR
ecg40243	SR
ecg40244	SR
ecg40245	SR
ecg40246	SR
ecg40247	SR
ecg40248	SR
ecg40249	SR
ecg40250	SR
ecg40251	SR
ecg40252	TWC,SR
ecg40253	SR
ecg40254	SR
ecg40255	SR
ecg40256	LVH,SR
ecg40257	SR
ecg40258	SR
ecg40259	SR
ecg40260	SR
ecg40261	SR
ecg40262	SR
ecg40263	SR
ecg40264	SR
ecg40265	STC,SR
ecg40266	SR
ecg40267	SR
ecg40268	SR
ecg40269	SR
ecg40270	SR
ecg40271	SR
ecg40272	SR
ecg40273	SR
ecg40274	SR
ecg40275	SR
ecg40276	TWC,SR
ecg40277	SR
ecg40278	SR
ecg40279	SR
ecg40280	SR
ecg40281	SR
ecg40282	SR
ecg40283	SR
ecg40284	SR
ecg40285	SR
ecg40286	SR
ecg40287	TWC,SR,LVH
ecg40288	SR
ecg40289	SR
ecg40290	SR
ecg40291	SR
ecg40292	SR
ecg40293	TWC,SR
ecg40294	SR
ecg40295	SR
ecg40296	SR
ecg40297	SR
ecg40298	SR
ecg40299	SR
ecg40300	SR
ecg40301	SR
ecg40302	TWC,SR
ecg40303	SR
ecg40304	SR
ecg40305	SR
ecg40306	SR
ecg40307	STC,SR
ecg40308	SR
ecg40309	SR
ecg40310	SR
ecg40311	SR
ecg40312	SR
ecg40313	SR
ecg40314	SR
ecg40315	SR
ecg40316	SR
ecg40317	SR
ecg40318	SR
ecg40319	SR
ecg40320	SR
ecg40321	SR
ecg40322	SR
ecg40323	AQW,SR
ecg40324	SR
ecg40325	SR
ecg40326	STC,SR
ecg40327	SR
ecg40328	SR
ecg40329	SR
ecg40330	SR
ecg40331	SR
ecg40332	LVH,SR
ecg40333	TWC,SR
ecg40334	SR
ecg40335	SR
ecg40336	SR
ecg40337	SR
ecg40338	SR
ecg40339	SR
ecg40340	SR
ecg40341	SR
ecg40342	STC,SR
ecg40343	SR
ecg40344	SR
ecg40345	SR
ecg40346	SR
ecg40347	SR
ecg40348	SR
ecg40349	SR
ecg40350	SR
ecg40351	SR
ecg40352	SR
ecg40353	SR
ecg40354	SR
ecg40355	SR
ecg40356	LVH,SR
ecg40357	SR
ecg40358	SR
ecg40359	SR
ecg40360	TWC,SR
ecg40361	SR
ecg40362	TWC,SR
ecg40363	SR
ecg40364	STTU,SR
ecg40365	SR
ecg40366	TWC,SR
ecg40367	SR
ecg40368	SR
ecg40369	SR
ecg40370	SR
ecg40371	SR
ecg40372	SR
ecg40373	TWO,LVH,STDD,SR,STC
ecg40374	SR
ecg40375	SR,RWC
ecg40376	SR
ecg40377	TWC,SR,TWO
ecg40378	SR
ecg40379	LVH,SR
ecg40380	SR
ecg40381	SR
ecg40382	SR
ecg40383	SR
ecg40384	SR
ecg40385	SR
ecg40386	SR
ecg40387	SR
ecg40388	SR
ecg40389	SR
ecg40390	SR
ecg40391	SR
ecg40392	SR
ecg40393	SR
ecg40394	TWC,SR
ecg40395	SR
ecg40396	SR
ecg40397	SR
ecg40398	SR
ecg40399	SR
ecg40400	SR
ecg40401	SR
ecg40402	SR
ecg40403	SR
ecg40404	SR
ecg40405	SR
ecg40406	SR
ecg40407	SR
ecg40408	SR
ecg40409	SR
ecg40410	SR
ecg40411	SR
ecg40412	SR
ecg40413	SR
ecg40414	SR
ecg40415	SR
ecg40416	SR
ecg40417	SR
ecg40418	SR
ecg40419	SR
ecg40420	SR
ecg40421	SR
ecg40422	SR
ecg40423	SR
ecg40424	SR
ecg40425	SR
ecg40426	SR
ecg40427	SR
ecg40428	SR
ecg40429	SR
ecg40430	SR
ecg40431	SR
ecg40432	SR
ecg40433	SR
ecg40434	SR
ecg40435	SR
ecg40436	SR
ecg40437	SR
ecg40438	TWC,SR
ecg40439	SR
ecg40440	SR
ecg40441	SR
ecg40442	SR
ecg40443	SR
ecg40444	SR
ecg40445	SR
ecg40446	SR
ecg40447	SR
ecg40448	SR
ecg40449	SR
ecg40450	SR
ecg40451	SR
ecg40452	SR
ecg40453	SR
ecg40454	SR
ecg40455	SR
ecg40456	SR
ecg40457	SR
ecg40458	TWC,SR
ecg40459	SR
ecg40460	SR
ecg40461	SR
ecg40462	SR
ecg40463	TWC,SR
ecg40464	SR
ecg40465	LVH,SR
ecg40466	SR
ecg40467	SR
ecg40468	SR
ecg40469	SR
ecg40470	SR
ecg40471	SR
ecg40472	SR
ecg40473	SR
ecg40474	SR
ecg40475	SR
ecg40476	SR
ecg40477	SR
ecg40478	SR
ecg40479	SR
ecg40480	SR
ecg40481	SR
ecg40482	SR
ecg40483	LVH,SR
ecg40484	SR
ecg40485	SR
ecg40486	SR
ecg40487	SR
ecg40488	SR
ecg40489	SR
ecg40490	SR
ecg40491	SR
ecg40492	SR
ecg40493	SR
ecg40494	SR
ecg40495	SR
ecg40496	SR
ecg40497	SR
ecg40498	SR
ecg40499	SR
ecg40500	SR
ecg40501	SR
ecg40502	SR
ecg40503	SR
ecg40504	AQW,SR
ecg40505	SR
ecg40506	SR
ecg40507	SR
ecg40508	SR
ecg40509	SR
ecg40510	SR
ecg40511	SR
ecg40512	TWC,SR
ecg40513	TWC,SR
ecg40514	TWC,SR
ecg40515	SR
ecg40516	SR
ecg40517	SR
ecg40518	SR
ecg40519	SR
ecg40520	SR
ecg40521	SR
ecg40522	SR
ecg40523	SR
ecg40524	SR
ecg40525	SR
ecg40526	SR
ecg40527	SR
ecg40528	SR
ecg40529	SR
ecg40530	SR
ecg40531	SR
ecg40532	SR
ecg40533	SR
ecg40534	SR
ecg40535	SR
ecg40536	SR
ecg40537	SR
ecg40538	TWC,SR
ecg40539	SR
ecg40540	SR
ecg40541	SR
ecg40542	SR
ecg40543	SR
ecg40544	SR
ecg40545	SR
ecg40546	SR
ecg40547	SR
ecg40548	SR
ecg40549	SR
ecg40550	SR
ecg40551	SR
ecg40552	SR
ecg40553	SR
ecg40554	SR
ecg40555	SR
ecg40556	SR
ecg40557	SR
ecg40558	SR
ecg40559	SR
ecg40560	SR
ecg40561	SR
ecg40562	SR
ecg40563	SR
ecg40564	SR
ecg40565	SR
ecg40566	SR
ecg40567	SR
ecg40568	SR
ecg40569	SR
ecg40570	SR
ecg40571	TWC,SR
ecg40572	SR
ecg40573	SR
ecg40574	SR
ecg40575	SR
ecg40576	SR
ecg40577	SR
ecg40578	SR
ecg40579	TWC,SR
ecg40580	SR
ecg40581	SR
ecg40582	SR
ecg40583	SR
ecg40584	SR
ecg40585	SR
ecg40586	SR
ecg40587	SR
ecg40588	SR
ecg40589	SR
ecg40590	SR
ecg40591	SR
ecg40592	SR
ecg40593	TWC,SR
ecg40594	SR
ecg40595	SR
ecg40596	SR
ecg40597	SR
ecg40598	SR
ecg40599	SR
ecg40600	SR
ecg40601	SR
ecg40602	SR
ecg40603	SR
ecg40604	SR
ecg40605	SR
ecg40606	SR
ecg40607	SR
ecg40608	SR,LVQRSAL
ecg40609	SR
ecg40610	SR
ecg40611	LVH,SR
ecg40612	SR
ecg40613	SR
ecg40614	SR
ecg40615	SR
ecg40616	SR
ecg40617	SR
ecg40618	SR
ecg40619	SR
ecg40620	LVH,SR
ecg40621	SR
ecg40622	STC,SR
ecg40623	SR,LVQRSAL
ecg40624	SR
ecg40625	SR
ecg40626	SR
ecg40627	SR
ecg40628	STC,SR
ecg40629	SR
ecg40630	SR
ecg40631	SR
ecg40632	SR
ecg40633	SR
ecg40634	SR
ecg40635	SR
ecg40636	SR
ecg40637	SR
ecg40638	SR
ecg40639	TWC,SR
ecg40640	SR
ecg40641	SR
ecg40642	SR
ecg40643	SR
ecg40644	SR
ecg40645	SR
ecg40646	SR
ecg40647	SR
ecg40648	SR
ecg40649	TWC,SR
ecg40650	SR
ecg40651	SR
ecg40652	STTU,SR
ecg40653	SR
ecg40654	SR
ecg40655	SR
ecg40656	SR
ecg40657	SR
ecg40658	SR
ecg40659	SR
ecg40660	SR
ecg40661	AQW,SR
ecg40662	SR
ecg40663	SR
ecg40664	SR
ecg40665	SR
ecg40666	SR
ecg40667	SR
ecg40668	SR
ecg40669	SR
ecg40670	SR
ecg40671	STC,SR
ecg40672	SR
ecg40673	SR
ecg40674	SR
ecg40675	SR
ecg40676	SR
ecg40677	SR
ecg40678	SR
ecg40679	SR
ecg40680	SR
ecg40681	SR
ecg40682	SR
ecg40683	SR
ecg40684	SR
ecg40685	SR
ecg40686	SR
ecg40687	SR
ecg40688	SR
ecg40689	SR
ecg40690	SR
ecg40691	LVH,SR
ecg40692	SR
ecg40693	SR
ecg40694	TWC,SR
ecg40695	SR
ecg40696	SR
ecg40697	TWC,SR
ecg40698	SR
ecg40699	SR
ecg40700	SR
ecg40701	SR
ecg40702	SR
ecg40703	SR
ecg40704	SR
ecg40705	SR
ecg40706	SR
ecg40707	SR
ecg40708	SR
ecg40709	SR
ecg40710	SR
ecg40711	SR
ecg40712	SR
ecg40713	SR
ecg40714	SR
ecg40715	SR
ecg40716	SR
ecg40717	SR
ecg40718	SR
ecg40719	SR
ecg40720	SR
ecg40721	SR
ecg40722	SR
ecg40723	STC,SR
ecg40724	SR
ecg40725	SR
ecg40726	SR
ecg40727	SR
ecg40728	STC,SR
ecg40729	SR
ecg40730	SR
ecg40731	SR
ecg40732	SR
ecg40733	SR
ecg40734	SR
ecg40735	SR
ecg40736	SR
ecg40737	SR
ecg40738	SR
ecg40739	SR
ecg40740	SR
ecg40741	SR
ecg40742	SR
ecg40743	SR
ecg40744	SR
ecg40745	SR
ecg40746	SR
ecg40747	SR
ecg40748	SR
ecg40749	SR
ecg40750	SR
ecg40751	SR
ecg40752	SR
ecg40753	SR
ecg40754	SR
ecg40755	SR
ecg40756	SR
ecg40757	SR
ecg40758	SR
ecg40759	SR
ecg40760	SR
ecg40761	SR
ecg40762	SR
ecg40763	SR
ecg40764	SR
ecg40765	SR
ecg40766	SR
ecg40767	SR
ecg40768	SR
ecg40769	SR
ecg40770	SR
ecg40771	SR
ecg40772	SR
ecg40773	SR
ecg40774	SR
ecg40775	SR
ecg40776	SR
ecg40777	SR
ecg40778	SR
ecg40779	SR
ecg40780	SR
ecg40781	SR
ecg40782	SR
ecg40783	SR
ecg40784	SR
ecg40785	SR
ecg40786	SR
ecg40787	SR
ecg40788	SR
ecg40789	SR
ecg40790	SR
ecg40791	SR
ecg40792	SR
ecg40793	SR
ecg40794	SR
ecg40795	SR
ecg40796	SR
ecg40797	SR
ecg40798	SR
ecg40799	SR
ecg40800	SR
ecg40801	SR
ecg40802	SR
ecg40803	SR
ecg40804	SR
ecg40805	SR
ecg40806	SR
ecg40807	SR
ecg40808	SR
ecg40809	SR
ecg40810	SR
ecg40811	SR
ecg40812	SR
ecg40813	SR
ecg40814	SR
ecg40815	SR
ecg40816	SR
ecg40817	SR
ecg40818	SR
ecg40819	SR
ecg40820	SR
ecg40821	SR
ecg40822	SR
ecg40823	TWC,SR
ecg40824	SR
ecg40825	SR
ecg40826	SR
ecg40827	SR
ecg40828	SR
ecg40829	SR
ecg40830	SR
ecg40831	SR
ecg40832	SR
ecg40833	SR
ecg40834	SR
ecg40835	SR
ecg40836	SR
ecg40837	SR
ecg40838	SR
ecg40839	SR
ecg40840	SR
ecg40841	SR
ecg40842	SR
ecg40843	SR
ecg40844	SR
ecg40845	SR
ecg40846	SR
ecg40847	SR
ecg40848	SR
ecg40849	SR
ecg40850	SR
ecg40851	SR
ecg40852	SR
ecg40853	SR
ecg40854	SR
ecg40855	SR
ecg40856	SR
ecg40857	SR
ecg40858	SR
ecg40859	LVH,SR
ecg40860	SR
ecg40861	SR
ecg40862	LVH,SR
ecg40863	SR
ecg40864	SR
ecg40865	SR
ecg40866	SR
ecg40867	SR
ecg40868	SR
ecg40869	SR
ecg40870	SR
ecg40871	SR
ecg40872	SR
ecg40873	SR
ecg40874	SR
ecg40875	SR
ecg40876	SR
ecg40877	SR
ecg40878	SR
ecg40879	SR
ecg40880	SR
ecg40881	SR
ecg40882	SR
ecg40883	TWC,SR
ecg40884	SR
ecg40885	SR
ecg40886	SR
ecg40887	SR
ecg40888	SR
ecg40889	SR
ecg40890	SR
ecg40891	SR
ecg40892	SR
ecg40893	SR
ecg40894	SR
ecg40895	SR
ecg40896	SR
ecg40897	SR
ecg40898	SR
ecg40899	SR
ecg40900	SR
ecg40901	SR
ecg40902	SR
ecg40903	SR
ecg40904	SR
ecg40905	SR
ecg40906	SR
ecg40907	SR
ecg40908	SR
ecg40909	SR
ecg40910	SR
ecg40911	SR
ecg40912	SR
ecg40913	SR
ecg40914	SR
ecg40915	SR
ecg40916	SR
ecg40917	SR
ecg40918	SR
ecg40919	SR
ecg40920	TWC,SR
ecg40921	SR
ecg40922	SR
ecg40923	SR
ecg40924	SR
ecg40925	SR
ecg40926	SR
ecg40927	SR
ecg40928	SR
ecg40929	TWC,SR
ecg40930	SR
ecg40931	SR
ecg40932	SR
ecg40933	SR
ecg40934	SR
ecg40935	SR
ecg40936	LVH,SR
ecg40937	SR
ecg40938	SR
ecg40939	SR
ecg40940	SR
ecg40941	SR
ecg40942	SR
ecg40943	SR
ecg40944	SR
ecg40945	SR
ecg40946	SR
ecg40947	SR
ecg40948	SR
ecg40949	SR
ecg40950	SR
ecg40951	SR
ecg40952	SR
ecg40953	SR
ecg40954	SR
ecg40955	SR
ecg40956	SR
ecg40957	SR
ecg40958	SR
ecg40959	SR
ecg40960	SR
ecg40961	SR
ecg40962	SR
ecg40963	SR
ecg40964	SR
ecg40965	SR
ecg40966	SR
ecg40967	SR
ecg40968	SR
ecg40969	SR
ecg40970	SR
ecg40971	SR
ecg40972	SR
ecg40973	SR
ecg40974	SR
ecg40975	SR
ecg40976	SR
ecg40977	SR
ecg40978	SR
ecg40979	SR
ecg40980	SR
ecg40981	SR
ecg40982	SR
ecg40983	SR
ecg40984	SR
ecg40985	SR
ecg40986	SR
ecg40987	SR,LVQRSAL
ecg40988	SR
ecg40989	SR
ecg40990	SR
ecg40991	SR
ecg40992	SR
ecg40993	SR
ecg40994	SR
ecg40995	SR
ecg40996	SR
ecg40997	SR
ecg40998	SR
ecg40999	SR
ecg41000	SR
ecg41001	SR
ecg41002	SR
ecg41003	SR
ecg41004	SR
ecg41005	SR
ecg41006	SR
ecg41007	SR
ecg41008	SR
ecg41009	SR
ecg41010	SR
ecg41011	SR
